batch_id,inspection_date,inspector_id,product_type,pass_fail,defect_type,defect_rate_pct,rework_flag,sample_size,defects_found,measurement_tool,hold_released,customer_specific,remarks
BATCH-2023-0001,2024-07-02,QC-03,Brake Pad Type A,PASS,,11.6773,N,72.0,0.0,Hardness tester,Y,,Customer concession raised
BATCH-2024-0414,2021-05-31,QC-09,Wheel Hub Assy,FAIL,Dimensional out-of-spec,11.6682,Y,26.0,12.0,Visual,Y,,Borderline – monitor next batch
BATCH-2021-0301,2024-09-20,QC-07,Brake Pad Type B,PASS,,6.9613,Y,105.0,0.0,,,OEM-FORD,Waived by OEM
BATCH-2021-0296,2022-04-12,QC-08,Brake Pad Type B,REWORK,Dimensional out-of-spec,10.898,Y,64.0,19.0,Visual,N,OEM-FORD,OK
BATCH-2021-0231,2022-07-03,QC-03,Brake Pad Type A,REWORK,Edge chipping,2.2269,N,,7.0,Hardness tester,N,OEM-MARUTI,Waived by OEM
BATCH-2024-0108,2021-02-08,QC-01,ABS Sensor Ring,PASS,,5.0242,Y,110.0,0.0,Vernier,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2024-0162,2021-01-25,QC-07,Disc Brake Caliper,PASS,,9.9925,N,100.0,0.0,Vernier,Y,OEM-SUZUKI,Borderline – monitor next batch
BATCH-2023-0136,04/29/2021,QC-04,ABS Sensor Ring,PASS,,7.0725,Y,159.0,0.0,Torque wrench,Y,OEM-TVS,Borderline – monitor next batch
BATCH-2021-0435,2024-04-08,QC-05,Brake Shoe,PASS,,4.5987,Y,,0.0,Hardness tester,Y,,Re-inspect after rework
BATCH-2022-0266,2022-06-01,QC-05,Disc Brake Caliper,PASS,,9.4917,,132.0,0.0,Visual,N,OEM-SUZUKI,Customer concession raised
BATCH-2023-0463,2022-09-30,QC-04,Brake Shoe,PASS,,0.7576,Y,139.0,0.0,Vernier,,OEM-TATA,Customer concession raised
BATCH-2024-0359,2021-04-26,QC-08,Disc Brake Caliper,REWORK,Ovality – rotor,4.3491,N,,10.0,Height gauge,N,OEM-HONDA,Customer concession raised
BATCH-2022-0192,06-02-2021,QC-04,Wheel Hub Assy,PASS,,0.0383,Y,174.0,0.0,,Y,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0049,2023-01-09,QC-07,Clutch Plate,PASS,,2.2426,N,86.0,0.0,Visual,Y,OEM-SUZUKI,OK
BATCH-2021-0007,2022-04-07,QC-06,Clutch Plate,REWORK,Dimensional out-of-spec,5.0941,N,87.0,8.0,Visual,Y,,Customer concession raised
BATCH-2022-0021,2024-12-07,QC-05,Disc Brake Caliper,FAIL,Ovality – rotor,3.1228,N,74.0,14.0,Height gauge,Y,OEM-BAJAJ,Waived by OEM
BATCH-2023-0176,2023-06-07,QC-04,Wheel Hub Assy,PASS,,7.6835,Y,160.0,0.0,Vernier,N,OEM-TATA,Waived by OEM
BATCH-2021-0136,2024-04-25,QC-08,CV Joint,REWORK,Noise under braking,9.9452,Y,,20.0,Go/No-Go gauge,,OEM-HONDA,OK
BATCH-2022-0294,2022-08-31,QC-06,Drum Brake Assy,PASS,,1.971,Y,157.0,0.0,Visual,N,,Waived by OEM
BATCH-2021-0003,2021-08-27,QC-01,Wheel Hub Assy,FAIL,Adhesive bond failure,11.569,Y,103.0,6.0,Vernier,Y,OEM-RENAULT,
BATCH-2022-0409,2024-12-25,QC-09,ABS Sensor Ring,PASS,,7.3891,Y,167.0,0.0,Hardness tester,Y,OEM-MARUTI,
BATCH-2021-0450,2021-03-11,QC-06,Brake Pad Type B,FAIL,Ovality – rotor,1.043,N,97.0,14.0,Hardness tester,Y,OEM-RENAULT,Re-inspect after rework
BATCH-2021-0107,2021-12-28,QC-05,Brake Pad Type B,PASS,,0.8971,N,169.0,0.0,Torque wrench,Y,,Waived by OEM
BATCH-2023-0485,2021-07-26,QC-01,Clutch Plate,PASS,,7.894,N,67.0,0.0,Vernier,Y,OEM-FORD,Waived by OEM
BATCH-2023-0441,2022-01-05,QC-02,Brake Pad Type A,FAIL,Improper heat treatment,10.3417,Y,147.0,20.0,Torque wrench,Y,OEM-HONDA,Waived by OEM
BATCH-2022-0003,2023-04-30,QC-06,Drum Brake Assy,PASS,,7.082,N,,0.0,Visual,Y,OEM-BAJAJ,Waived by OEM
BATCH-2024-0449,2024-10-09,QC-09,Brake Shoe,FAIL,Corrosion pitting,5.6251,N,113.0,1.0,Torque wrench,N,OEM-FORD,Borderline – monitor next batch
BATCH-2023-0298,2022-10-28,QC-09,ABS Sensor Ring,PASS,,5.1108,N,96.0,0.0,Hardness tester,Y,OEM-FORD,OK
BATCH-2021-0346,20-11-2022,QC-06,Disc Brake Caliper,PASS,,11.5244,Y,40.0,0.0,Torque wrench,Y,OEM-HONDA,Borderline – monitor next batch
BATCH-2024-0482,2021-08-23,QC-02,Wheel Hub Assy,FAIL,Porosity – casting defect,7.1453,N,136.0,18.0,CMM,Y,OEM-TATA,Customer concession raised
BATCH-2021-0365,2023-09-03,QC-06,Brake Pad Type A,FAIL,Corrosion pitting,3.4761,N,182.0,19.0,Vernier,,,Waived by OEM
BATCH-2024-0274,2024-09-12,QC-08,Brake Pad Type B,PASS,,5.9594,,190.0,0.0,Torque wrench,Y,OEM-BAJAJ,Customer concession raised
BATCH-2022-0342,2023-07-12,QC-01,Wheel Hub Assy,REWORK,Warpage > 0.3 mm,6.7219,N,162.0,0.0,CMM,Y,OEM-TATA,Re-inspect after rework
BATCH-2023-0034,13-Oct-2024,QC-07,Brake Pad Type A,FAIL,Ovality – rotor,6.7325,N,89.0,1.0,CMM,,OEM-TVS,Waived by OEM
BATCH-2021-0030,2023-08-31,QC-07,CV Joint,REWORK,Noise under braking,6.3219,Y,44.0,10.0,,N,OEM-HONDA,Re-inspect after rework
BATCH-2024-0165,10-12-2022,QC-08,ABS Sensor Ring,PASS,,6.1238,Y,128.0,0.0,Visual,N,,Customer concession raised
BATCH-2022-0354,13/08/2023,QC-01,Wheel Hub Assy,PASS,,3.9595,N,95.0,0.0,Hardness tester,Y,OEM-SUZUKI,
BATCH-2022-0205,2024-04-13,QC-09,Disc Brake Caliper,FAIL,Noise under braking,11.8415,N,73.0,8.0,CMM,N,OEM-HYUNDAI,OK
BATCH-2023-0318,2024-01-19,QC-03,Brake Pad Type B,FAIL,Dimensional out-of-spec,5.3483,Y,123.0,23.0,Height gauge,Y,OEM-HYUNDAI,Waived by OEM
BATCH-2023-0072,2024-10-09,QC-02,CV Joint,REWORK,Vibration at speed,4.6718,N,110.0,2.0,Visual,Y,OEM-RENAULT,Customer concession raised
BATCH-2023-0003,2024-04-22,QC-09,Brake Shoe,PASS,,8.4444,N,60.0,0.0,Visual,N,,OK
BATCH-2024-0407,31-Oct-2024,QC-03,CV Joint,REWORK,Noise under braking,0.3292,Y,48.0,4.0,Height gauge,Y,,
BATCH-2024-0179,26-05-2021,QC-09,Drum Brake Assy,FAIL,Surface delamination,9.0495,Y,,0.0,Go/No-Go gauge,,OEM-TVS,Re-inspect after rework
BATCH-2022-0038,2022-08-16,QC-06,Brake Shoe,PASS,,7.538,N,52.0,0.0,CMM,N,OEM-FORD,Waived by OEM
BATCH-2023-0149,2024-03-02,QC-07,Drum Brake Assy,PASS,,1.4558,Y,79.0,0.0,Visual,N,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2021-0066,2024-05-13,QC-04,Clutch Plate,REWORK,Vibration at speed,8.3239,Y,74.0,,,N,OEM-RENAULT,OK
BATCH-2022-0202,2024-11-24,QC-07,Brake Shoe,PASS,,3.3421,N,122.0,0.0,Vernier,Y,OEM-BAJAJ,Borderline – monitor next batch
BATCH-2021-0428,2024-09-17,QC-01,Drum Brake Assy,PASS,,7.7309,N,182.0,0.0,Height gauge,Y,OEM-TATA,
BATCH-2021-0436,30-10-2024,QC-05,Wheel Hub Assy,FAIL,Corrosion pitting,11.0595,N,55.0,0.0,Hardness tester,Y,OEM-HONDA,Borderline – monitor next batch
BATCH-2024-0433,2022-09-30,QC-01,Wheel Hub Assy,PASS,,6.2914,Y,149.0,0.0,,,OEM-MARUTI,Customer concession raised
BATCH-2021-0271,2023-08-23,QC-01,Drum Brake Assy,PASS,,8.62,N,36.0,0.0,Go/No-Go gauge,N,OEM-BAJAJ,Waived by OEM
BATCH-2022-0067,2021-11-07,QC-05,Brake Shoe,PASS,,3.2499,N,185.0,0.0,Torque wrench,N,,Borderline – monitor next batch
BATCH-2021-0318,2024-12-21,QC-09,Disc Brake Caliper,PASS,,9.6271,,31.0,,Vernier,Y,,Borderline – monitor next batch
BATCH-2021-0279,2024-02-10,QC-09,CV Joint,REWORK,Dimensional out-of-spec,10.2724,N,71.0,15.0,Vernier,Y,OEM-BAJAJ,Borderline – monitor next batch
BATCH-2023-0123,28/09/2023,QC-05,Brake Pad Type B,REWORK,Lining detachment,3.4491,Y,37.0,10.0,Visual,Y,OEM-MARUTI,Borderline – monitor next batch
BATCH-2024-0014,2024-02-22,QC-02,Brake Pad Type B,PASS,,3.0414,N,100.0,0.0,CMM,Y,OEM-FORD,Re-inspect after rework
BATCH-2021-0363,2021-10-05,QC-04,Drum Brake Assy,PASS,,6.0265,N,95.0,0.0,Hardness tester,Y,OEM-HONDA,Customer concession raised
BATCH-2023-0177,2021-11-26,QC-01,Brake Shoe,PASS,,3.6902,N,110.0,0.0,,N,OEM-SUZUKI,Re-inspect after rework
BATCH-2023-0229,2021-09-05,QC-04,ABS Sensor Ring,PASS,,4.7544,Y,91.0,0.0,Go/No-Go gauge,Y,OEM-TATA,Escalated to QA Manager
BATCH-2023-0071,2021-05-15,QC-01,Wheel Hub Assy,PASS,,2.4965,N,21.0,0.0,Visual,N,OEM-FORD,Re-inspect after rework
BATCH-2022-0341,07/27/2023,QC-05,Wheel Hub Assy,PASS,,5.0919,Y,84.0,0.0,Torque wrench,Y,OEM-TATA,Waived by OEM
BATCH-2021-0043,2023-09-11,QC-08,CV Joint,REWORK,Noise under braking,9.6032,N,40.0,0.0,Go/No-Go gauge,Y,OEM-TVS,Customer concession raised
BATCH-2023-0407,2024-10-07,QC-02,ABS Sensor Ring,REWORK,Friction material cracking,6.0996,Y,43.0,21.0,CMM,Y,OEM-HONDA,Customer concession raised
BATCH-2024-0303,2021-03-07,QC-04,Brake Pad Type A,PASS,,10.1447,N,92.0,0.0,Hardness tester,N,,Customer concession raised
BATCH-2023-0240,2023-04-03,QC-02,Brake Disc,PASS,,6.7032,N,125.0,0.0,CMM,,,OK
BATCH-2021-0343,2022-12-16,QC-03,Brake Disc,PASS,,4.0363,N,28.0,0.0,Hardness tester,Y,OEM-HYUNDAI,OK
BATCH-2024-0026,2021-04-09,QC-01,Brake Pad Type A,PASS,,3.7372,N,106.0,0.0,Vernier,N,OEM-TVS,Re-inspect after rework
BATCH-2023-0496,2021-02-14,QC-04,Brake Pad Type B,PASS,,3.3534,N,108.0,0.0,CMM,N,,Borderline – monitor next batch
BATCH-2024-0045,2021-04-21,QC-03,Brake Pad Type B,REWORK,Warpage > 0.3 mm,2.9302,Y,179.0,,Vernier,N,OEM-RENAULT,Waived by OEM
BATCH-2024-0336,2021-02-26,QC-02,Brake Pad Type B,PASS,,10.1582,,40.0,0.0,Height gauge,Y,OEM-MARUTI,Customer concession raised
BATCH-2022-0387,2023-10-14,QC-05,Drum Brake Assy,PASS,,5.3017,N,111.0,0.0,CMM,Y,OEM-TATA,Re-inspect after rework
BATCH-2022-0145,2021-12-07,QC-08,Wheel Hub Assy,PASS,,10.7621,Y,24.0,,Hardness tester,N,,OK
BATCH-2022-0392,2022-03-19,QC-04,Drum Brake Assy,PASS,,7.5973,N,119.0,0.0,Hardness tester,N,OEM-HYUNDAI,Borderline – monitor next batch
BATCH-2021-0285,2022-06-03,QC-02,Disc Brake Caliper,PASS,,4.2025,Y,98.0,0.0,Vernier,N,,Waived by OEM
BATCH-2024-0464,2024-11-22,QC-06,Brake Disc,PASS,,1.3951,N,186.0,0.0,Go/No-Go gauge,N,OEM-HYUNDAI,Waived by OEM
BATCH-2023-0296,25-07-2021,QC-05,ABS Sensor Ring,PASS,,9.0807,N,52.0,0.0,Hardness tester,N,OEM-FORD,OK
BATCH-2021-0150,2023-01-15,QC-02,CV Joint,PASS,,3.637,Y,116.0,0.0,Torque wrench,Y,,Re-inspect after rework
BATCH-2021-0443,2022-07-26,QC-08,ABS Sensor Ring,PASS,,2.1547,Y,163.0,0.0,Hardness tester,Y,OEM-RENAULT,Escalated to QA Manager
BATCH-2021-0115,2022-01-07,QC-01,Brake Shoe,REWORK,Friction material cracking,1.6579,N,45.0,17.0,Height gauge,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0449,2022-10-22,QC-04,Brake Pad Type A,PASS,,7.1029,N,155.0,0.0,Height gauge,N,OEM-SUZUKI,Borderline – monitor next batch
BATCH-2022-0472,2023-01-08,QC-08,Clutch Plate,FAIL,Vibration at speed,9.1798,Y,83.0,18.0,Vernier,Y,OEM-TVS,Borderline – monitor next batch
BATCH-2022-0337,20/12/2024,QC-07,ABS Sensor Ring,PASS,,2.6657,Y,32.0,0.0,CMM,Y,,Re-inspect after rework
BATCH-2022-0477,2023-02-06,QC-05,CV Joint,PASS,,5.032,N,93.0,,Torque wrench,Y,OEM-TATA,OK
BATCH-2021-0485,2023-05-10,QC-01,ABS Sensor Ring,REWORK,Vibration at speed,10.8237,Y,36.0,20.0,Visual,N,OEM-BAJAJ,
BATCH-2021-0198,2023-09-09,QC-09,Drum Brake Assy,PASS,,7.0814,Y,41.0,0.0,Vernier,,OEM-TATA,Customer concession raised
BATCH-2023-0283,2022-12-11,QC-05,Clutch Plate,PASS,,10.4102,Y,85.0,0.0,Visual,Y,OEM-TATA,Escalated to QA Manager
BATCH-2022-0119,2023-07-16,QC-02,Brake Disc,PASS,,3.9447,N,191.0,0.0,CMM,,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2021-0379,12/15/2021,QC-08,Brake Pad Type A,PASS,,8.5383,,128.0,0.0,Torque wrench,N,OEM-HONDA,Waived by OEM
BATCH-2021-0080,2021-08-31,QC-02,Brake Pad Type B,PASS,,4.4738,N,131.0,0.0,CMM,,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0301,2024-05-13,QC-06,Wheel Hub Assy,PASS,,5.1358,N,26.0,0.0,,N,OEM-MARUTI,Customer concession raised
BATCH-2024-0016,2024-03-07,QC-04,Clutch Plate,PASS,,10.0355,N,118.0,0.0,Visual,N,OEM-TVS,OK
BATCH-2021-0248,2021-04-11,QC-05,Brake Pad Type B,REWORK,Lining detachment,0.1619,N,,15.0,Height gauge,Y,OEM-SUZUKI,Customer concession raised
BATCH-2021-0187,2024-06-16,QC-05,Wheel Hub Assy,PASS,,7.1901,Y,,0.0,Torque wrench,Y,OEM-FORD,Customer concession raised
BATCH-2024-0264,2024-03-07,QC-08,Brake Shoe,PASS,,7.8944,Y,104.0,0.0,Torque wrench,Y,,OK
BATCH-2023-0017,2021-10-24,QC-05,Brake Pad Type B,REWORK,Vibration at speed,6.9905,Y,77.0,1.0,,Y,,Customer concession raised
BATCH-2024-0163,01-11-2023,QC-08,Disc Brake Caliper,PASS,,6.5618,N,81.0,0.0,CMM,Y,OEM-HYUNDAI,Borderline – monitor next batch
BATCH-2022-0382,31-Mar-2024,QC-05,Brake Disc,PASS,,0.6506,N,56.0,,Visual,Y,OEM-MARUTI,Waived by OEM
BATCH-2024-0039,2023-04-25,QC-06,Brake Disc,REWORK,Edge chipping,7.605,N,51.0,18.0,Height gauge,Y,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2022-0156,2022-09-30,QC-03,Brake Shoe,PASS,,10.5286,N,21.0,0.0,,N,,Waived by OEM
BATCH-2024-0183,2023-08-11,QC-06,ABS Sensor Ring,PASS,,6.2358,N,170.0,0.0,Go/No-Go gauge,Y,,Customer concession raised
BATCH-2023-0469,2023-04-16,QC-05,ABS Sensor Ring,PASS,,3.5302,Y,41.0,0.0,Go/No-Go gauge,Y,OEM-FORD,Borderline – monitor next batch
BATCH-2023-0130,2023-05-19,QC-02,CV Joint,PASS,,0.4712,N,79.0,0.0,Vernier,Y,OEM-FORD,Re-inspect after rework
BATCH-2022-0084,01/29/2024,QC-06,Brake Pad Type A,PASS,,9.0914,Y,180.0,0.0,Hardness tester,Y,OEM-FORD,Re-inspect after rework
BATCH-2021-0045,2023-08-28,QC-05,Brake Disc,REWORK,Adhesive bond failure,11.9265,N,81.0,24.0,Height gauge,Y,OEM-BAJAJ,OK
BATCH-2024-0447,26-Oct-2023,QC-01,Brake Pad Type A,PASS,,9.949,N,195.0,0.0,Vernier,N,OEM-TVS,Escalated to QA Manager
BATCH-2022-0205,2021-01-12,QC-09,Clutch Plate,PASS,,6.8514,,77.0,0.0,Height gauge,N,OEM-MARUTI,Waived by OEM
BATCH-2024-0297,2023-12-24,QC-04,ABS Sensor Ring,FAIL,Vibration at speed,7.0272,N,134.0,19.0,Height gauge,N,OEM-TATA,Customer concession raised
BATCH-2023-0242,21-12-2024,QC-01,Drum Brake Assy,PASS,,5.8763,Y,39.0,0.0,Visual,N,OEM-TVS,Borderline – monitor next batch
BATCH-2023-0085,2023-10-15,QC-09,Disc Brake Caliper,PASS,,8.1838,N,,,CMM,Y,OEM-MARUTI,OK
BATCH-2024-0202,2021-10-25,QC-06,Clutch Plate,PASS,,4.6505,N,162.0,0.0,Height gauge,N,OEM-BAJAJ,Customer concession raised
BATCH-2022-0085,09/16/2022,QC-02,ABS Sensor Ring,PASS,,3.8634,Y,137.0,0.0,Torque wrench,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2021-0412,2021-02-10,QC-04,Brake Disc,PASS,,4.9881,Y,71.0,0.0,Height gauge,Y,OEM-FORD,Escalated to QA Manager
BATCH-2022-0129,2022-08-08,QC-01,Drum Brake Assy,FAIL,Vibration at speed,9.0875,Y,56.0,8.0,Hardness tester,Y,OEM-TVS,Waived by OEM
BATCH-2022-0305,2022-12-22,QC-07,Brake Disc,PASS,,3.0578,N,28.0,0.0,Vernier,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2021-0479,2024-03-03,QC-06,Clutch Plate,PASS,,2.4601,Y,21.0,0.0,CMM,N,,Borderline – monitor next batch
BATCH-2021-0235,2022-02-16,QC-09,Wheel Hub Assy,REWORK,Ovality – rotor,3.6697,Y,200.0,22.0,Visual,,OEM-TATA,Escalated to QA Manager
BATCH-2023-0356,2022-12-12,QC-07,Wheel Hub Assy,PASS,,5.1477,N,118.0,0.0,Vernier,N,OEM-SUZUKI,
BATCH-2024-0500,2023-04-20,QC-08,Disc Brake Caliper,PASS,,1.4908,Y,144.0,0.0,Vernier,Y,OEM-MARUTI,
BATCH-2024-0423,2021-03-10,QC-02,Disc Brake Caliper,PASS,,6.8142,Y,141.0,,Torque wrench,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2024-0075,2023-09-02,QC-08,Clutch Plate,PASS,,3.7729,N,105.0,0.0,Go/No-Go gauge,N,OEM-TATA,Re-inspect after rework
BATCH-2024-0015,2023-05-18,QC-08,ABS Sensor Ring,PASS,,2.1595,Y,115.0,0.0,Torque wrench,Y,,Re-inspect after rework
BATCH-2022-0259,2022-10-17,QC-05,Wheel Hub Assy,PASS,,0.8133,N,107.0,0.0,Torque wrench,N,,Escalated to QA Manager
BATCH-2021-0098,30/01/2022,QC-01,Drum Brake Assy,PASS,,0.1284,Y,134.0,0.0,CMM,,OEM-TATA,Customer concession raised
BATCH-2024-0011,2022-01-10,QC-06,Brake Pad Type A,PASS,,9.9578,,92.0,,Go/No-Go gauge,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2022-0413,2021-02-12,QC-06,Brake Disc,PASS,,11.4863,N,168.0,0.0,CMM,Y,OEM-TATA,OK
BATCH-2024-0383,02/15/2024,QC-04,Wheel Hub Assy,PASS,,11.9403,Y,34.0,0.0,Go/No-Go gauge,N,OEM-FORD,Customer concession raised
BATCH-2023-0452,2022-12-28,QC-06,Clutch Plate,PASS,,9.3252,Y,23.0,0.0,Go/No-Go gauge,Y,OEM-MARUTI,OK
BATCH-2021-0123,2024-10-25,QC-06,Brake Pad Type A,PASS,,9.5263,Y,136.0,0.0,CMM,N,OEM-TVS,Customer concession raised
BATCH-2024-0110,2021-12-16,QC-08,Disc Brake Caliper,PASS,,9.1238,Y,138.0,0.0,Vernier,Y,OEM-HYUNDAI,Borderline – monitor next batch
BATCH-2022-0117,26/04/2021,QC-03,Brake Disc,PASS,,3.8567,N,70.0,0.0,Height gauge,N,OEM-MARUTI,Borderline – monitor next batch
BATCH-2022-0045,2023-04-26,QC-03,Wheel Hub Assy,FAIL,Dimensional out-of-spec,8.2595,Y,136.0,3.0,Hardness tester,N,,Re-inspect after rework
BATCH-2021-0166,09-09-2023,QC-03,Clutch Plate,PASS,,4.3844,Y,60.0,0.0,Visual,N,OEM-FORD,Escalated to QA Manager
BATCH-2022-0037,2022-03-27,QC-06,Drum Brake Assy,FAIL,Noise under braking,3.1125,Y,92.0,4.0,Vernier,Y,OEM-TVS,Borderline – monitor next batch
BATCH-2021-0477,2021-07-10,QC-06,Wheel Hub Assy,PASS,,1.9438,N,138.0,0.0,Visual,N,OEM-TATA,Re-inspect after rework
BATCH-2024-0263,2022-05-09,QC-01,ABS Sensor Ring,REWORK,Warpage > 0.3 mm,1.8307,Y,143.0,16.0,,Y,OEM-BAJAJ,Waived by OEM
BATCH-2021-0050,2024-10-05,QC-06,Wheel Hub Assy,PASS,,4.4316,N,138.0,0.0,Visual,Y,OEM-SUZUKI,Waived by OEM
BATCH-2021-0327,2021-01-30,QC-01,Disc Brake Caliper,PASS,,8.2947,Y,,0.0,Visual,N,OEM-RENAULT,OK
BATCH-2021-0304,2023-07-18,QC-04,Wheel Hub Assy,PASS,,11.7424,Y,109.0,0.0,Go/No-Go gauge,Y,OEM-FORD,Escalated to QA Manager
BATCH-2023-0282,2024-02-12,QC-09,Brake Pad Type B,PASS,,1.6339,N,195.0,0.0,CMM,Y,OEM-TATA,Escalated to QA Manager
BATCH-2024-0427,2024-05-17,QC-07,Brake Shoe,PASS,,10.9124,Y,82.0,0.0,Hardness tester,N,OEM-MARUTI,OK
BATCH-2022-0498,2022-02-18,QC-06,Drum Brake Assy,PASS,,6.6164,Y,95.0,0.0,Height gauge,N,OEM-BAJAJ,Customer concession raised
BATCH-2021-0012,2023-11-20,QC-04,ABS Sensor Ring,FAIL,Dimensional out-of-spec,3.8777,N,155.0,4.0,Torque wrench,N,OEM-BAJAJ,
BATCH-2023-0072,2021-07-16,QC-09,Brake Shoe,PASS,,2.2188,N,123.0,0.0,Go/No-Go gauge,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2021-0379,2024-01-12,QC-02,Brake Pad Type B,PASS,,3.7873,N,,0.0,Go/No-Go gauge,Y,,Customer concession raised
BATCH-2023-0415,2021-09-16,QC-05,Clutch Plate,PASS,,0.3375,N,145.0,0.0,Vernier,Y,OEM-FORD,Escalated to QA Manager
BATCH-2021-0422,2024-01-07,QC-02,Drum Brake Assy,PASS,,7.7925,N,55.0,,Torque wrench,N,OEM-MARUTI,Escalated to QA Manager
BATCH-2024-0372,2024-04-06,QC-02,Brake Pad Type A,REWORK,Improper heat treatment,0.5177,N,143.0,20.0,Height gauge,Y,OEM-MARUTI,Customer concession raised
BATCH-2024-0116,2022-10-30,QC-05,Brake Disc,PASS,,5.6673,,173.0,0.0,Go/No-Go gauge,N,OEM-HYUNDAI,Waived by OEM
BATCH-2021-0384,2023-07-04,QC-03,Brake Pad Type A,REWORK,Edge chipping,1.6442,N,,6.0,Vernier,N,OEM-HONDA,Re-inspect after rework
BATCH-2021-0404,2021-12-22,QC-09,Brake Pad Type A,PASS,,0.1953,N,185.0,0.0,Height gauge,Y,OEM-FORD,Borderline – monitor next batch
BATCH-2021-0447,2023-10-10,QC-07,Brake Disc,FAIL,Warpage > 0.3 mm,11.0691,Y,127.0,9.0,CMM,Y,,Customer concession raised
BATCH-2024-0328,2022-05-22,QC-05,Brake Pad Type A,FAIL,Adhesive bond failure,9.8023,N,143.0,7.0,Visual,N,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2024-0498,2022-06-01,QC-05,CV Joint,FAIL,Warpage > 0.3 mm,7.0527,Y,41.0,5.0,CMM,N,,OK
BATCH-2022-0403,2024-02-22,QC-05,Brake Shoe,PASS,,8.0027,Y,,0.0,Go/No-Go gauge,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0199,2022-06-12,QC-09,Brake Pad Type B,FAIL,Dimensional out-of-spec,10.6575,N,188.0,3.0,Hardness tester,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2023-0041,2021-12-30,QC-07,Brake Disc,PASS,,3.6309,Y,84.0,0.0,Hardness tester,N,OEM-HONDA,OK
BATCH-2024-0479,2021-03-12,QC-09,Wheel Hub Assy,PASS,,5.6067,Y,87.0,0.0,CMM,N,OEM-MARUTI,Borderline – monitor next batch
BATCH-2024-0449,2023-12-12,QC-08,Clutch Plate,REWORK,Corrosion pitting,7.262,,30.0,18.0,,,OEM-TATA,OK
BATCH-2021-0083,2022-05-16,QC-03,CV Joint,PASS,,6.009,N,78.0,0.0,Vernier,Y,OEM-HYUNDAI,Borderline – monitor next batch
BATCH-2024-0076,2024-06-29,QC-05,Brake Pad Type B,PASS,,9.7361,Y,59.0,0.0,Vernier,Y,,OK
BATCH-2021-0083,2024-08-16,QC-05,CV Joint,PASS,,2.3685,Y,189.0,0.0,Vernier,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2023-0498,2021-05-17,QC-07,Brake Pad Type B,PASS,,7.04,Y,127.0,,CMM,,OEM-TATA,Waived by OEM
BATCH-2023-0261,2023-06-07,QC-08,Wheel Hub Assy,PASS,,5.5628,Y,185.0,0.0,Height gauge,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2024-0227,2023-12-01,QC-01,Clutch Plate,REWORK,Edge chipping,10.7531,N,,12.0,Visual,Y,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0012,2024-11-16,QC-01,ABS Sensor Ring,PASS,,2.334,N,173.0,0.0,Torque wrench,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0179,21-03-2024,QC-09,Brake Pad Type A,FAIL,Porosity – casting defect,9.9818,Y,49.0,4.0,Height gauge,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2022-0228,2021-11-23,QC-01,Disc Brake Caliper,PASS,,6.2363,Y,77.0,0.0,Torque wrench,Y,OEM-RENAULT,Re-inspect after rework
BATCH-2024-0362,2022-01-02,QC-06,Brake Pad Type A,REWORK,Adhesive bond failure,3.9407,Y,143.0,13.0,Hardness tester,Y,,Waived by OEM
BATCH-2024-0062,2021-05-17,QC-02,Disc Brake Caliper,PASS,,2.9815,Y,71.0,0.0,Vernier,N,OEM-MARUTI,Borderline – monitor next batch
BATCH-2023-0290,17/05/2023,QC-02,Brake Disc,PASS,,7.1575,N,,0.0,,N,,Waived by OEM
BATCH-2022-0456,2024-07-17,QC-03,Clutch Plate,PASS,,4.8256,,24.0,0.0,Go/No-Go gauge,Y,OEM-FORD,Re-inspect after rework
BATCH-2022-0402,2023-10-26,QC-01,Brake Pad Type B,PASS,,1.6653,N,108.0,0.0,Vernier,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2022-0356,2024-02-01,QC-06,Wheel Hub Assy,REWORK,Surface delamination,5.0073,N,87.0,24.0,Hardness tester,Y,OEM-RENAULT,
BATCH-2021-0037,24-10-2024,QC-04,Drum Brake Assy,PASS,,6.9667,Y,50.0,0.0,Torque wrench,N,,Escalated to QA Manager
BATCH-2021-0219,2024-09-16,QC-06,Brake Shoe,PASS,,9.8028,N,83.0,0.0,Vernier,N,OEM-FORD,Customer concession raised
